ISBN,Popularity_Class
0671014935,tail
0743223543,tail
0805056084,tail
0451203070,tail
0451200837,tail
0345353625,tail
0451198638,tail
1844261085,tail
0786882638,tail
0449208397,tail
0812516001,tail
0449908631,tail
0688178502,tail
0060196246,tail
0449238946,tail
1580630073,tail
0449213730,tail
0140443223,tail
0071379444,tail
3518367064,tail
0451206878,tail
0448095513,tail
0451410319,tail
0553240749,tail
1853260975,tail
0553107305,tail
0525946063,tail
0525945741,tail
0517577550,tail
1853262374,tail
0061092029,tail
051513290X,tail
0515124621,tail
0743470389,tail
3379015180,tail
0451524004,tail
0451410777,tail
0553581309,tail
013074378X,tail
0446613843,tail
0345377443,tail
0060952970,tail
0385334702,tail
0930289234,tail
0394865707,tail
0671742760,tail
0440186560,tail
0440172217,tail
0440146577,tail
0440129265,tail
0425179605,tail
0425166619,tail
0385336810,tail
0385480547,tail
0425097773,tail
0425087832,tail
0399526544,tail
0684802988,tail
0440226708,tail
0446610496,tail
0440236991,tail
1567183808,tail
0142002488,tail
0446607436,tail
0446606774,tail
0446602736,tail
0446524603,tail
0446524131,tail
0312134517,tail
037325038X,tail
0743202570,tail
1871438160,tail
0836218221,tail
0679752927,tail
0345464958,tail
0865714088,tail
0553272055,tail
0375703829,tail
0553284118,tail
074341134X,tail
0743225791,tail
0743211189,tail
0061013412,tail
0553574027,tail
0689849109,tail
068971310X,tail
0679433023,tail
1401200893,tail
0452285186,tail
068485080X,tail
0684834723,tail
0898159954,tail
0679813438,tail
0140282033,tail
0877799156,tail
0451197003,tail
067173783X,tail
0767903625,tail
0743428587,tail
2253029491,tail
2205054252,tail
0807593664,tail
0807508527,tail
0380017601,tail
0812515595,tail
950491036X,tail
0786869054,tail
0671674366,tail
0767905938,tail
050552337X,tail
0553277081,tail
082171337X,tail
0822003376,tail
0743428595,tail
0679457550,tail
0898798736,tail
0671737821,tail
0671735098,tail
0590224735,tail
1582970440,tail
0373240473,tail
0553574086,tail
0312961243,tail
0345453409,tail
0373706863,tail
0671002783,tail
0449207544,tail
0061097659,tail
0553563521,tail
0553104144,tail
0140097058,tail
0553294903,tail
0451209168,tail
2253034673,tail
2253010219,tail
0618154442,tail
0590464639,tail
0671729489,tail
067169507X,tail
0671525743,tail
1573220876,tail
1587493705,tail
1561483176,tail
0671025333,tail
0670220264,tail
0671024507,tail
0671008978,tail
0312969228,tail
0679731725,tail
1558586113,tail
0812565959,tail
0399234276,tail
0671795740,tail
0394871804,tail
0679410325,tail
067082982X,tail
0670691992,tail
0345358791,tail
0425180964,tail
0312969252,tail
0140245162,tail
0553284509,tail
0451527747,tail
055321330X,tail
0517577402,tail
0345418824,tail
0385333927,tail
0385474903,tail
0696209268,tail
0312901437,tail
0671733354,tail
1573223565,tail
0684832828,tail
0452283442,tail
8401520509,tail
0345377591,tail
1578591201,tail
1560766700,tail
1559360615,tail
0965063992,tail
0898793491,tail
0895778602,tail
0399143696,tail
0441328091,tail
0375719180,tail
0451202791,tail
0684818442,tail
0679726489,tail
0679726470,tail
0142000329,tail
0452269431,tail
0743206045,tail
0451521242,tail
0152012842,tail
0425177009,tail
078760156X,tail
0316168815,tail
0811812308,tail
023108028X,tail
0425182010,tail
0836210859,tail
0875961630,tail
0061054437,tail
0061012165,tail
0028604032,tail
0020442408,tail
0020442203,tail
0020442009,tail
0836217179,tail
0374111197,tail
0440224861,tail
0380796090,tail
0446607258,tail
0307100146,tail
0446602345,tail
0449221393,tail
0849944716,tail
0307020193,tail
0446612944,tail
0385190328,tail
0440501091,tail
0425140040,tail
039913039X,tail
0385482485,tail
0385418493,tail
0385199570,tail
0345418263,tail
0061092096,tail
0394883209,tail
0345444884,tail
0425136191,tail
0671041649,tail
0743467280,tail
0894866370,tail
067102096X,tail
0670557455,tail
0446356603,tail
0451205758,tail
0374281602,tail
0345361571,tail
0590475967,tail
0345333217,tail
0452281679,tail
0553578316,tail
0671738623,tail
0345458842,tail
0375701214,tail
0688084923,tail
0380470845,tail
0440219515,tail
0385497261,tail
0399144048,tail
0385337639,tail
038533558X,tail
0385335490,tail
039914496X,tail
0440422256,tail
044841838X,tail
038531292X,tail
0385296495,tail
0451628039,tail
1871592321,tail
0380708655,tail
0590442627,tail
0312193513,tail
0312144075,tail
0307302636,tail
0452283485,tail
0385498799,tail
006018311X,tail
0515131733,tail
0671003461,tail
0525946284,tail
0802136648,tail
0786865091,tail
0449204324,tail
0679405283,tail
0743422740,tail
0679425241,tail
0679459618,tail
0373484429,tail
0385311400,tail
0684835959,tail
0060540753,tail
0060801115,tail
0380715430,tail
0156329301,tail
0399135782,tail
0679428895,tail
0517559501,tail
0441694543,tail
0312932804,tail
0307021858,tail
0156005646,tail
039541105X,tail
0553089218,tail
0151002517,tail
0385729332,tail
0064440516,tail
039921268X,tail
006440188X,tail
0440235774,tail
0345412974,tail
0156806797,tail
0446522384,tail
0886772850,tail
0886773199,tail
0553280503,tail
0689831404,tail
0688040330,tail
0684813467,tail
055323370X,tail
0440224829,tail
0671509810,tail
0345385209,tail
0449001954,tail
0671038869,tail
0553295691,tail
0553291955,tail
0743411943,tail
1559723009,tail
0679417397,tail
0446605336,tail
0671785141,tail
1551660016,tail
055327824X,tail
0671891650,tail
0446531286,tail
0446526479,tail
0553242954,tail
0761516735,tail
0380717972,tail
0060256672,tail
0743200322,tail
0871236060,tail
0553257382,tail
1853262390,tail
0671721542,tail
0971290903,tail
0553574167,tail
0684823799,tail
0679801146,tail
0786886463,tail
0684802082,tail
006251279X,tail
0062509594,tail
0671836927,tail
0671876015,tail
0062507567,tail
156341029X,tail
0425176304,tail
076241085X,tail
0836210263,tail
8408042467,tail
0590543199,tail
8433925180,tail
0809233479,tail
8483101610,tail
0812575962,tail
0399142991,tail
0807083178,tail
0385720211,tail
0425144372,tail
0446363669,tail
0385484011,tail
014016930X,tail
0553213776,tail
0446349461,tail
0312963238,tail
0879520388,tail
0373250533,tail
0345427297,tail
0345336429,tail
044022330X,tail
0312289723,tail
0312313810,tail
0449006700,tail
0448095246,tail
0380810336,tail
0064402967,tail
0345333152,tail
0316441791,tail
0152006737,tail
0142000361,tail
0140547533,tail
0140481877,tail
0140349812,tail
0345423429,tail
0441002692,tail
0061031844,tail
0312966679,tail
0446531421,tail
0446530689,tail
006621016X,tail
0345297709,tail
0425187144,tail
0345443128,tail
0312099436,tail
0375706429,tail
0440206707,tail
0394756827,tail
0060909005,tail
1560760478,tail
0871139006,tail
0020442602,tail
0440416248,tail
0553268449,tail
0553212818,tail
0425154637,tail
0312876513,tail
034545104X,tail
0060958111,tail
0553210793,tail
0061099643,tail
0440228611,tail
0380973545,tail
0553204564,tail
0439099048,tail
3423009152,tail
039951743X,tail
0879804211,tail
0451519841,tail
0385031149,tail
0380769158,tail
0449235637,tail
014025644X,tail
0449212750,tail
0140445285,tail
0684866005,tail
1575668335,tail
0451191137,tail
0345453549,tail
0743220633,tail
0060152583,tail
0804002800,tail
0380775123,tail
0375815260,tail
0345340426,tail
0316779059,tail
0316779032,tail
0312921098,tail
0375803483,tail
0684814528,tail
0345395069,tail
0743222229,tail
0743243153,tail
0345386132,tail
0849944767,tail
0451452941,tail
059043053X,tail
0786808012,tail
0451454081,tail
0743421922,tail
0312872836,tail
0380730820,tail
0751514853,tail
0679742115,tail
0061056286,tail
0061056278,tail
0385488424,tail
0515130125,tail
0451163710,tail
0451456718,tail
006109594X,tail
1558746161,tail
1574780255,tail
0312979886,tail
1551668653,tail
0553379534,tail
0446364622,tail
1551668637,tail
0679603352,tail
0679732241,tail
0064472779,tail
0060548215,tail
0060525010,tail
0802130119,tail
0060517212,tail
1565122437,tail
0451457781,tail
0451458990,tail
0440213282,tail
0743411439,tail
0743230051,tail
044921852X,tail
1573223328,tail
0449237842,tail
1558747028,tail
0140153195,tail
063403541X,tail
1558747346,tail
0671441981,tail
076534128X,tail
0156997789,tail
0394575202,tail
0743255224,tail
0060006048,tail
0553581147,tail
1568843933,tail
0553109839,tail
0553299611,tail
0525934960,tail
0670861944,tail
0553585118,tail
0515131091,tail
0440224578,tail
0440224551,tail
0451099648,tail
0452281431,tail
0441003583,tail
0345387805,tail
068483183X,tail
0671869531,tail
0345370740,tail
0451524748,tail
0671742949,tail
0440225817,tail
0380807866,tail
0330267388,tail
0671625810,tail
044020562X,tail
0425133656,tail
0385315287,tail
0380788497,tail
0451191889,tail
0395177111,tail
0671887173,tail
0805056645,tail
0679724516,tail
0061099368,tail
0446403237,tail
1561707244,tail
0671736825,tail
0671736809,tail
0380727501,tail
0671550284,tail
0553144286,tail
0553100009,tail
0553288660,tail
0684822768,tail
0684818981,tail
0553285343,tail
0671011375,tail
0679763309,tail
2253001457,tail
1887128425,tail
0316693286,tail
0553480618,tail
0553263226,tail
0679450408,tail
0399147101,tail
0553290797,tail
0590023888,tail
0553158597,tail
0684193957,tail
067973225X,tail
0064470679,tail
0345450302,tail
0374100128,tail
0380704161,tail
0671631985,tail
0425130215,tail
0590386336,tail
0394752996,tail
0060975849,tail
0446671444,tail
2207252000,tail
2253001295,tail
2253004898,tail
2253005274,tail
0141304707,tail
0373240228,tail
0385044011,tail
0312194390,tail
2070415686,tail
0373169299,tail
0375826688,tail
0062735233,tail
0061042005,tail
0060595620,tail
0060595833,tail
0553580272,tail
0312192428,tail
0743246071,tail
155166531X,tail
0312988915,tail
0345460391,tail
0446607339,tail
0553266055,tail
0373706545,tail
0380720191,tail
0451523067,tail
0451456998,tail
0451205189,tail
0446603090,tail
1573225681,tail
0812504321,tail
0446603082,tail
0884042847,tail
0806996730,tail
0446527130,tail
0449149676,tail
0553219510,tail
0375509089,tail
0380016974,tail
0679761837,tail
2070364283,tail
0380817683,tail
0380809087,tail
0805063331,tail
0441009077,tail
0789429624,tail
0553289993,tail
0671496107,tail
0515130923,tail
0752853694,tail
0786889373,tail
0395869463,tail
0671025384,tail
2020291541,tail
0373250428,tail
0553575384,tail
031224116X,tail
1584790660,tail
0060187271,tail
0553282476,tail
0380003821,tail
0380716984,tail
0066214440,tail
1931520038,tail
0590137859,tail
1565073584,tail
0812558626,tail
0812566629,tail
0316919896,tail
0736903054,tail
0802713815,tail
0812590236,tail
0373250479,tail
0765342294,tail
0375708707,tail
0671656589,tail
0553131893,tail
0800786084,tail
0060094850,tail
0451821971,tail
0140280464,tail
0802134475,tail
0849911672,tail
0345387791,tail
0874869870,tail
0142000396,tail
0684855631,tail
0684848066,tail
0380491710,tail
1584851651,tail
0345463404,tail
0375759093,tail
0553282204,tail
0515103292,tail
0553380958,tail
0380732033,tail
0452283930,tail
006109398X,tail
0515120006,tail
0375505547,tail
0380728249,tail
0971614504,tail
067179356X,tail
0449912558,tail
0399133143,tail
0671721291,tail
0843949783,tail
0393312801,tail
0553213342,tail
0767903854,tail
0688103324,tail
0802132952,tail
0385497288,tail
0446360716,tail
0373250304,tail
0373218958,tail
0449213765,tail
0312192037,tail
0440128994,tail
0399150870,tail
0553576011,tail
0312890044,tail
0451209028,tail
0440220653,tail
0345327861,tail
0345327772,tail
0373243685,tail
0449212599,tail
0553251481,tail
0553272586,tail
0345313097,tail
0141309814,tail
0553575295,tail
1551669307,tail
0553580078,tail
0345296702,tail
0312978650,tail
0310218039,tail
0743457943,tail
0684818868,tail
0440414539,tail
006109157X,tail
0671042831,tail
0684844826,tail
0688021174,tail
0743243315,tail
0451205561,tail
0375705090,tail
0140178414,tail
0316107018,tail
0140071083,tail
0446360708,tail
0312316690,tail
0399149821,tail
0399148760,tail
0375505148,tail
0375422412,tail
0375505296,tail
0399145087,tail
0345453417,tail
0836217225,tail
0385315546,tail
0380978954,tail
038081563X,tail
0312319142,tail
0441068804,tail
0380780879,tail
0345296710,tail
0380759470,tail
0380842939,tail
0385488181,tail
039305747X,tail
0345441435,tail
038072152X,tail
0399149422,tail
0446344109,tail
0399152288,tail
0380704587,tail
0842314296,tail
051509465X,tail
0553205587,tail
3453061187,tail
037329011X,tail
0061099813,tail
0399136487,tail
1562313010,tail
0808514121,tail
0451450787,tail
0894803700,tail
0451450825,tail
0451450876,tail
0140620109,tail
0515090174,tail
1558008764,tail
037370707X,tail
0553282182,tail
0312980388,tail
0425104052,tail
055329945X,tail
1563898586,tail
0552996009,tail
0517077744,tail
0552998001,tail
0586062009,tail
0345335651,tail
0345257189,tail
067975833X,tail
044661193X,tail
0451205650,tail
0440129613,tail
0316782475,tail
0140023747,tail
0446360511,tail
0671461494,tail
0553213377,tail
044100962X,tail
0671721380,tail
0061030651,tail
0553148001,tail
1551665794,tail
1573222127,tail
0451190955,tail
0451176812,tail
0553572490,tail
0060193751,tail
0140286276,tail
0517881004,tail
0060507772,tail
1853260010,tail
0671024094,tail
0451201906,tail
0380796104,tail
0385413041,tail
0440224594,tail
0446610674,tail
0312971362,tail
0843948078,tail
0451188489,tail
0671779664,tail
0671899619,tail
0345331605,tail
3442161177,tail
0696218364,tail
0385314744,tail
0609605925,tail
0553264931,tail
0812575717,tail
0312186886,tail
0028610105,tail
0156006529,tail
0886776120,tail
0786869216,tail
0425103285,tail
0062505319,tail
0764222112,tail
0449150046,tail
0425183238,tail
0375701966,tail
0375704558,tail
0345335058,tail
0670033332,tail
0812533550,tail
0066238501,tail
0060976977,tail
0385471475,tail
0312983220,tail
0916291456,tail
038081658X,tail
0440153778,tail
0671748092,tail
0020446500,tail
0670887315,tail
0375500510,tail
006091646X,tail
031209261X,tail
0786862572,tail
0060171928,tail
0312289189,tail
0812532554,tail
0743448782,tail
0440416027,tail
0399238794,tail
0679735909,tail
0380978091,tail
0380844001,tail
0345446860,tail
0679756973,tail
0440217466,tail
1551662906,tail
0440408903,tail
0375724443,tail
0812532619,tail
0812533313,tail
3453092414,tail
0679723692,tail
0812532961,tail
0679723056,tail
0812532988,tail
0679763384,tail
0373076746,tail
042518627X,tail
050552497X,tail
0553211668,tail
0886775876,tail
0679776818,tail
1563895730,tail
0399146725,tail
3499110695,tail
0380600129,tail
0380819651,tail
0809244942,tail
0886777127,tail
0425184757,tail
0060188731,tail
156305700X,tail
0345382447,tail
0345389247,tail
1570613818,tail
0671039350,tail
0156658992,tail
031205436X,tail
1573225126,tail
0886779758,tail
0553574663,tail
0140065504,tail
0345379144,tail
0836220730,tail
0375406530,tail
0380814390,tail
0743405927,tail
0380732181,tail
0553574671,tail
8440682441,tail
0804112525,tail
0151005346,tail
0345423615,tail
3518380796,tail
0385483724,tail
0684867672,tail
0060083298,tail
0679777547,tail
3453212045,tail
0679769781,tail
0684818701,tail
0316899984,tail
0060507403,tail
0425184315,tail
0515133868,tail
055357258X,tail
0451182979,tail
0345460693,tail
3596292646,tail
038533656X,tail
0385319002,tail
0380009471,tail
0689868278,tail
0156005204,tail
0836220889,tail
0141301058,tail
0671027638,tail
0886773784,tail
0060973897,tail
1550548913,tail
0886773776,tail
0882710583,tail
0440447674,tail
0030632366,tail
0439099404,tail
0451406176,tail
0312978332,tail
0743411358,tail
1573226882,tail
0380732149,tail
0688175716,tail
0156010593,tail
0156907399,tail
0345428900,tail
0553568736,tail
0895779129,tail
0517093650,tail
0312989385,tail
0385318782,tail
0553560468,tail
0525455205,tail
0698119509,tail
0385319207,tail
0786866470,tail
1573226521,tail
0345294459,tail
039923392X,tail
038097827X,tail
0446679364,tail
1573228214,tail
0064401774,tail
037322608X,tail
0553573861,tail
0786860219,tail
0380810220,tail
0451205685,tail
006000438X,tail
0380817845,tail
0380973634,tail
0446525537,tail
0380730448,tail
0060175966,tail
0380973650,tail
0449211827,tail
0965834581,tail
0399145923,tail
1591840414,tail
039914255X,tail
0307157857,tail
0688140475,tail
0553280325,tail
3498020862,tail
1593080255,tail
0151001006,tail
0373834446,tail
0920668372,tail
8495501198,tail
0151000719,tail
0380542625,tail
0812500865,tail
0452271657,tail
0684852047,tail
8466303022,tail
0060191929,tail
0373226144,tail
0375724370,tail
0446613053,tail
0886775639,tail
0886774632,tail
0812516850,tail
0761121323,tail
034528643X,tail
0679774025,tail
0671625837,tail
067187893X,tail
0380729768,tail
3257233051,tail
0393309282,tail
0786869011,tail
0670818577,tail
0886775167,tail
0688177859,tail
0385302304,tail
0671042505,tail
0743200330,tail
037582345X,tail
0590406205,tail
0451455789,tail
0553263633,tail
0345429184,tail
1570623953,tail
0394829204,tail
0439178762,tail
0375812962,tail
0679732543,tail
0380715309,tail
0312982402,tail
0312977891,tail
0330482076,tail
0679732519,tail
0439149770,tail
0393029743,tail
0679732470,tail
038798416X,tail
0618246959,tail
0440236290,tail
0393309053,tail
0394900189,tail
0394720245,tail
0064403319,tail
0373250444,tail
0439376122,tail
0451210220,tail
0395835836,tail
0425179621,tail
0380720434,tail
0933377460,tail
0394707796,tail
0066212537,tail
0380709988,tail
0441533825,tail
0151000913,tail
044100928X,tail
0441008631,tail
0151006849,tail
0385335970,tail
0758205589,tail
0812589718,tail
0425095851,tail
0156736268,tail
0394826264,tail
0312976755,tail
0156745925,tail
0394515927,tail
0345258487,tail
0385491387,tail
0380801922,tail
0380011433,tail
0380007509,tail
0380796694,tail
0380001004,tail
1551667401,tail
0441731546,tail
044503128X,tail
0758204787,tail
006105609X,tail
0373243758,tail
0679733094,tail
0812535030,tail
0812509676,tail
0613071573,tail
0425176053,tail
0679733108,tail
0385477759,tail
0553579525,tail
0061052892,tail
0679733140,tail
0679733159,tail
0553288733,tail
0679733973,tail
0553071718,tail
0679740147,tail
0679740163,tail
0711923604,tail
0802713300,tail
0671039784,tail
0812968727,tail
037581177X,tail
1858685591,tail
0525946535,tail
0812550536,tail
0312974205,tail
0789459663,tail
0684837870,tail
0590130021,tail
0312166818,tail
1842120182,tail
1562474855,tail
0553244582,tail
0831713631,tail
0590457594,tail
0590117483,tail
0553486055,tail
0553486047,tail
0553486039,tail
0590293095,tail
0590386158,tail
0553297171,tail
0553574094,tail
0875426689,tail
0312969139,tail
055357065X,tail
0743423550,tail
0609610546,tail
0312865104,tail
2215063335,tail
221506157X,tail
0441113818,tail
2215061251,tail
2215060093,tail
0553567640,tail
1572810319,tail
0553570498,tail
1564583198,tail
0939680955,tail
0880791942,tail
0449244741,tail
0525451374,tail
0590410423,tail
0590451316,tail
0590455265,tail
0671041665,tail
0671742884,tail
1858333857,tail
1856978885,tail
1856975479,tail
0671041673,tail
0764535153,tail
1840280298,tail
0963270702,tail
0345436822,tail
1592400647,tail
0671504061,tail
1592280099,tail
1570761175,tail
0671695320,tail
1863022325,tail
0140260404,tail
0340049448,tail
0425179060,tail
0525450432,tail
0515131512,tail
0441006000,tail
0440413141,tail
0440412471,tail
0439082277,tail
038072703X,tail
0609803425,tail
0590582895,tail
0316234192,tail
0590934252,tail
1903035058,tail
0679406832,tail
1879431068,tail
0812930991,tail
0553566350,tail
140004538X,tail
0449232263,tail
0877934800,tail
0865530017,tail
0340782102,tail
0340486392,tail
0689821646,tail
0553263528,tail
0451410580,tail
0446512826,tail
0399126376,tail
0373259891,tail
006092845X,tail
1563334879,tail
1563334860,tail
093439573X,tail
0440994853,tail
1576732169,tail
1576733971,tail
1576736148,tail
0618131701,tail
0440219566,tail
0312966776,tail
0312966652,tail
0312965141,tail
0375704124,tail
0375812881,tail
0670877662,tail
1895421004,tail
0349110409,tail
0312963971,tail
0312960948,tail
0312958781,tail
0312956738,tail
0142002194,tail
0449220222,tail
0449242978,tail
0099479419,tail
0843937971,tail
0679463046,tail
0312261780,tail
0060976446,tail
0553153706,tail
0553213172,tail
0060633166,tail
1865082783,tail
0826453201,tail
0553405098,tail
0385335083,tail
0312303033,tail
0553281585,tail
0553298585,tail
0156132265,tail
0156004992,tail
055312000X,tail
0064401707,tail
0130989088,tail
0515118575,tail
0449700070,tail
0822053314,tail
0806903279,tail
0802713459,tail
0451204182,tail
0802135501,tail
0697353354,tail
0517189682,tail
0687459729,tail
0595222560,tail
0534936245,tail
0440418046,tail
042516246X,tail
0385492677,tail
0394412877,tail
0142501034,tail
0425067823,tail
0786902647,tail
079223426X,tail
1558534547,tail
1558746994,tail
0792234251,tail
155874715X,tail
0431056587,tail
0761503374,tail
0448089025,tail
156305339X,tail
0708880525,tail
1577311310,tail
0786915277,tail
1892141019,tail
042516926X,tail
0425169243,tail
0425165159,tail
0425105709,tail
0061003808,tail
0792234286,tail
0792234294,tail
0792234308,tail
1551666936,tail
0722190263,tail
0744547415,tail
0894807544,tail
0747531854,tail
1558536736,tail
0752826050,tail
0752843303,tail
1558535411,tail
0961424702,tail
088730611X,tail
0752843338,tail
0792234340,tail
0792234332,tail
0792234324,tail
0961539011,tail
0961595159,tail
0792234316,tail
1896764053,tail
1883642434,tail
1853261912,tail
1853260738,tail
1555534007,tail
0933944047,tail
0931188911,tail
1854875302,tail
0917657616,tail
0895774151,tail
0060113839,tail
0879515503,tail
0821723502,tail
0312932790,tail
0814477631,tail
0312932812,tail
0812519108,tail
0804606803,tail
0786810998,tail
0785800433,tail
0771014813,tail
0943158605,tail
1550810510,tail
0060505885,tail
1551663058,tail
0426108744,tail
1843330202,tail
1577310047,tail
0380805421,tail
0843177047,tail
1572152125,tail
0412738007,tail
156947284X,tail
0412251701,tail
1551666235,tail
0395850894,tail
1853260118,tail
1558586717,tail
0743223489,tail
0393966577,tail
155199030X,tail
1551669153,tail
0708880762,tail
1561791121,tail
0387985727,tail
848300464X,tail
0553274627,tail
031600023X,tail
0553283359,tail
031229137X,tail
0806994754,tail
0140169652,tail
0575400978,tail
0708823920,tail
0809463121,tail
0345330153,tail
848256286X,tail
8437601517,tail
0500010897,tail
8423327736,tail
8423327728,tail
050001079X,tail
8420483834,tail
8408011324,tail
0316930164,tail
0450484904,tail
0394561414,tail
0789205866,tail
1556703856,tail
0761104844,tail
0895261901,tail
0691050848,tail
0349113424,tail
0671867369,tail
0439013976,tail
0783547625,tail
0670465682,tail
0553345338,tail
0553342533,tail
0553095234,tail
0785267042,tail
055305340X,tail
0521427088,tail
0440210909,tail
0439567610,tail
8402074685,tail
0140622500,tail
0140182217,tail
0842320822,tail
0708842062,tail
0842335994,tail
0553210130,tail
084235025X,tail
0847818969,tail
0553147331,tail
055309971X,tail
0517118297,tail
0891454268,tail
0460862316,tail
0460044621,tail
0425116840,tail
0425079902,tail
0894801341,tail
0394717724,tail
0446515892,tail
0380775786,tail
0553576143,tail
0842319476,tail
0486293777,tail
0671465430,tail
0886773326,tail
0886773083,tail
0671700936,tail
067167076X,tail
0671670735,tail
0671663429,tail
0671663410,tail
0486247015,tail
0471963518,tail
0671661493,tail
0471377430,tail
0471169803,tail
067166087X,tail
0671659219,tail
0671655604,tail
0671655515,tail
0671492985,tail
0312932820,tail
0061057843,tail
0761524673,tail
0307115232,tail
0140254528,tail
0152164561,tail
014025238X,tail
0307006468,tail
0140246274,tail
0140150080,tail
0140132902,tail
0307100111,tail
0140121021,tail
0061098698,tail
0140115455,tail
0140113428,tail
0140096639,tail
0140093060,tail
0307215237,tail
0140012729,tail
0307215776,tail
0064407446,tail
0060938412,tail
0140296530,tail
0812579852,tail
0152105352,tail
0380773805,tail
0060239670,tail
0380010038,tail
0393319180,tail
0064440486,tail
0140346147,tail
0375709150,tail
0375504036,tail
0375401628,tail
0345457641,tail
034542610X,tail
0486217930,tail
0345372611,tail
0345275861,tail
0312979770,tail
0312966717,tail
0201886685,tail
0061097403,tail
0061064173,tail
030774017X,tail
8420465577,tail
8408033700,tail
8408024973,tail
8401012104,tail
0670914266,tail
0373250339,tail
0340718153,tail
0140295569,tail
0140285679,tail
0312288115,tail
0316150363,tail
1561481858,tail
0812563123,tail
0785265538,tail
0373250398,tail
0393037789,tail
0393030083,tail
037325041X,tail
8420441619,tail
8420480509,tail
1567997082,tail
0373250231,tail
0060931280,tail
006053821X,tail
0307988635,tail
0060391901,tail
0044422776,tail
0310671515,tail
0028603923,tail
0007100930,tail
1562474839,tail
0312020317,tail
0440700310,tail
0340632755,tail
0375507817,tail
849204683X,tail
8432205451,tail
8423974758,tail
0340682272,tail
0380791978,tail
0380811812,tail
0385298021,tail
0399143653,tail
039914868X,tail
0590405985,tail
0804120005,tail
0451174682,tail
0451187261,tail
0451210158,tail
0821771485,tail
0553350692,tail
0553350668,tail
0553232290,tail
0023454741,tail
0553151746,tail
0525946969,tail
0451406931,tail
0517598183,tail
0515129240,tail
0517585731,tail
0399147772,tail
059043344X,tail
0451525817,tail
0590494481,tail
0758200757,tail
0747528977,tail
0385501005,tail
0689710542,tail
0688170250,tail
0684854759,tail
0684196506,tail
0679420398,tail
0451212401,tail
0671889869,tail
031218087X,tail
0671551329,tail
0671523686,tail
0671465392,tail
0380705729,tail
0385299338,tail
0670036781,tail
048628347X,tail
0451207874,tail
0385333560,tail
0425167135,tail
0451150619,tail
0060175532,tail
0451522664,tail
0060219408,tail
0425144895,tail
0425108589,tail
0425103633,tail
0425099148,tail
0425098397,tail
0425076628,tail
0425067963,tail
0425067793,tail
0399518983,tail
0399138684,tail
0399128298,tail
0393314367,tail
0451525442,tail
0441002110,tail
0425169235,tail
0156260255,tail
0006492347,tail
0451206339,tail
0451201183,tail
0451199871,tail
0451192184,tail
0449222829,tail
0449211371,tail
0449210677,tail
067003004X,tail
0446910139,tail
0446531162,tail
0441007376,tail
0670888702,tail
0393950093,tail
0312854285,tail
0425178218,tail
0425178064,tail
0425176487,tail
038549730X,tail
1561562092,tail
0030576687,tail
0688033938,tail
2226094458,tail
0199106509,tail
3548255523,tail
3548359698,tail
0888620985,tail
0888391021,tail
2253150908,tail
3570250342,tail
0888012268,tail
2290306428,tail
0886779537,tail
0805049517,tail
0771599838,tail
3570250709,tail
0751502014,tail
0130743372,tail
0198546548,tail
3548237142,tail
2070393941,tail
3548235883,tail
0061081299,tail
0553565370,tail
3453864360,tail
3471772510,tail
0449149080,tail
0345440048,tail
0312965680,tail
0226532046,tail
1551539950,tail
3499260816,tail
1551431335,tail
0921102755,tail
0920576451,tail
0919591728,tail
0889821593,tail
3497007498,tail
3499137461,tail
0743233468,tail
2290315591,tail
0671767895,tail
0684859734,tail
2277240753,tail
2266120166,tail
2266080598,tail
226402996X,tail
0394750594,tail
0446519693,tail
2264029951,tail
2264029927,tail
0195583388,tail
2264029919,tail
0002558661,tail
2253154229,tail
0004704932,tail
2253038040,tail
0192875566,tail
2080706683,tail
0192817833,tail
2707318108,tail
0002621010,tail
0345329724,tail
0198502567,tail
0001953877,tail
0684843153,tail
0670827738,tail
0609610988,tail
0571067751,tail
0451407040,tail
0449221229,tail
0395353009,tail
034538699X,tail
0002176181,tail
0380785420,tail
0385750099,tail
0385250630,tail
0002190915,tail
0385198248,tail
0373303076,tail
345314046X,tail
067941388X,tail
0140187758,tail
0805003541,tail
0553022571,tail
0465097057,tail
0671034499,tail
0465068308,tail
0451139984,tail
0743456173,tail
0743456351,tail
0758204302,tail
0785274006,tail
0449908208,tail
0786000422,tail
0821749927,tail
0231066473,tail
0743421876,tail
0440596483,tail
0395271622,tail
0394723600,tail
0553079077,tail
0553260057,tail
0553586203,tail
0142001848,tail
006101432X,tail
0425167720,tail
0882293230,tail
0525937935,tail
0821772155,tail
0812813324,tail
0807062995,tail
0156013045,tail
0553271067,tail
0316184136,tail
0807021776,tail
0804804850,tail
0721669743,tail
0553586181,tail
0718115422,tail
0714530557,tail
0393309568,tail
087131813X,tail
0684846349,tail
0385474458,tail
0226731057,tail
0964326191,tail
0812583361,tail
3442435374,tail
0804108528,tail
0553287737,tail
0590134701,tail
0880382651,tail
0553106651,tail
1591823897,tail
0399524207,tail
2020526069,tail
3442454034,tail
2070334643,tail
3442545420,tail
0061099708,tail
3453122348,tail
3442131340,tail
1561708453,tail
1561709336,tail
0140071369,tail
0385265840,tail
082177462X,tail
155166710X,tail
3332006029,tail
0312087764,tail
3404139976,tail
0253202515,tail
3404147227,tail
0060923091,tail
0060995122,tail
0517884402,tail
0060970200,tail
3404162137,tail
0060931159,tail
