UserID,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Rec17,Rec18,Rec19,Rec20,Rec21,Rec22,Rec23,Rec24,Rec25,Rec26,Rec27,Rec28,Rec29,Rec30,Rec31,Rec32,Rec33,Rec34,Rec35,Rec36,Rec37,Rec38,Rec39,Rec40,Rec41,Rec42,Rec43,Rec44,Rec45,Rec46,Rec47,Rec48,Rec49,Rec50,Rec51,Rec52,Rec53,Rec54,Rec55,Rec56,Rec57,Rec58,Rec59,Rec60,Rec61,Rec62,Rec63,Rec64,Rec65,Rec66,Rec67,Rec68,Rec69,Rec70,Rec71,Rec72,Rec73,Rec74,Rec75,Rec76,Rec77,Rec78,Rec79,Rec80,Rec81,Rec82,Rec83,Rec84,Rec85,Rec86,Rec87,Rec88,Rec89,Rec90,Rec91,Rec92,Rec93,Rec94,Rec95,Rec96,Rec97,Rec98,Rec99,Rec100,Rec101,Rec102,Rec103,Rec104,Rec105,Rec106,Rec107,Rec108,Rec109,Rec110,Rec111,Rec112,Rec113,Rec114,Rec115,Rec116,Rec117,Rec118,Rec119,Rec120,Rec121,Rec122,Rec123,Rec124,Rec125,Rec126,Rec127,Rec128,Rec129,Rec130,Rec131,Rec132,Rec133,Rec134,Rec135,Rec136,Rec137,Rec138,Rec139,Rec140,Rec141,Rec142,Rec143,Rec144,Rec145,Rec146,Rec147,Rec148,Rec149,Rec150
31466,0310218039,0842357769,1576730360,0764226312,0451458141,0785274715,0849937035,0373872321,055357115X,1590520807,0373871864,1576736423,1576739279,0802483305,0842343261,0446692840,1569552924,0553570889,0884196844,1576738906,0842336214,0553567241,0310249716,0785268766,1892065444,0553567187,0764225286,1578567734,0842343288,0553570854,0553283499,1414024592,0886778972,0553567667,1590520173,0842381066,1576737357,0764227033,0842321934,0553562657,0842382836,0842343296,0736908552,1576737721,0842321942,0842343253,1576738159,0795151314,0553560670,0373871473,1576739627,0451458915,0842382852,0553567632,0373871589,0849942926,0373872313,0842321969,0553562649,0736910034,0310212006,0874064864,0505525151,1558747346,0553562622,1561797111,0373871945,0736905324,0590697692,1551924765,0553567608,1586602241,0553298429,0670030848,0812970802,0373872585,0553290568,1590520203,1577486455,0373272847,0553562630,0785280677,0395137195,0373872186,0785266453,0553492942,0553298097,0842355022,1556616988,1556614373,0373872100,0553280082,0310247276,0689846215,1565075722,0312281773,0310235561,0373790317,0373872194,0373196709,0698118685,0689868464,1586601237,0842353607,0964425351,0764227467,1576831280,0553567217,0452283728,0553298100,0764227009,1578564905,0670889113,0849944767,0842335706,0842384065,0785266445,0373872240,0849976162,0553803220,1578565308,0553802976,0618055444,0553298119,1881273075,0142300357,0380803151,0553299328,037387023X,0849934958,0451410351,0553561340,1578565006,0373871570,0764228579,0553280074,076422249X,1581150296,0373872550,0786012633,1578563909,0345380517,0373871562,0553571125,0553584898,0764222473,0373872615,0849916739,1576734013,0785265538
31468,0451402383,0515118656,0525933972,0380756218,0515107662,0515113514,0449214966,0451402065,0451202317,0312134665,0399137785,0553285947,0553293176,0451188616,0451406176,0515128600,0451204301,0821718398,051508932X,0515058181,0671636723,0451402340,0688007465,0706411595,0373027591,0515127213,0373024665,0440162289,0451404467,0446353914,0441802214,0380754371,0440215900,1551661462,0440152070,0451400879,1558176721,0515122491,0445085142,0525245707,051512088X,0671249886,0440146372,0553293168,0553550446,0671836765,0553261339,055329315X,0373226101,0553293257,044022375X,0515130966,0380897822,0373288816,0515120448,0440211476,1854879499,0451152409,1558171797,0451407946,0449213404,0373030223,0670823163,0451207122,1861760159,0752528289,0515124982,037322706X,0373288646,0553571591,0440202353,0312921527,0380775506,0373289936,0373109687,0352328592,0515115843,0449234282,0904041026,011290436X,0380708957,0449218678,037310507X,067174271X,0373288727,0821745085,0373226144,0553574078,044920099X,0373288093,0373291787,0140444742,0515118362,0553283545,0449205320,0373224427,0449217639,051513225X,0553569406,037329056X,0449501744,0671782525,0553280554,0671460412,0373078307,0821748580,0373825013,1840222069,0451408896,037329011X,0521398266,0380815346,0531056414,0451159128,0380898802,0449222608,0671533142,0140058508,0440223687,0446353507,0553564692,0451199537,0553574094,082175291X,0373225091,0440129737,0821750380,0380732033,0718137396,0310468728,0451199979,0380811901,0515136549,0380753006,0821766740,0425193888,0312958366,0451404548,0451149939,0373226829,037328926X,0425085295,0821718053,0440235715,0373162464,0515129933,0451182030,0316643750,0373114931,0385145969
31556,0713726660,0941831620,0816734801,0713727004,038514248X,1862050767,1555467210,0919645038,1551108631,0590137859,185669075X,0590479083,044046126X,0821223410,1902579321,0425136205,0786842598,0439113474,0385475497,0380760142,0553571737,0380842939,0486211258,0440940001,0140071369,0064406652,0439160103,0373765096,0590440764,0439164486,0671560212,0553370227,0590426931,0307215474,0440403413,0307264025,1562477862,0295956453,0440407613,0446321443,0440219566,0440415918,0590426869,0553288687,0689713916,0440428726,0397300727,0439188776,0590819143,0590426893,0590880101,0590381539,0916179796,0590479075,1562475150,0307160599,0842307419,0786840684,1572151951,0590880144,0060935731,0394896149,0060267828,015334850X,0380801027,0789402017,1561565768,0439110912,0590427261,0679811729,059029542X,0312926049,0688107508,0893755931,0316121509,0140346740,0785314814,0064441326,0140365931,044841127X,0553153595,0590445774,0671004026,0517163942,0802445241,0440717949,0805015833,0553151738,0842320822,0553257382,0440402077,0807555045,0142437093,0803706987,0199104956,0807553417,0064461629,006106498X,0439178762,0307020460,0590426818,0525463062,0752300091,0807552933,0689312504,0553151827,0553157256,044840947X,0590426850,0590409212,0590426885,0803725914,1880032236,0679852921,1562471171,1562474855,0761409033,0440422256,3829029853,0395906660,0316115452,0715307703,0140346147,0060210117,0590416677,0935741046,0440943582,0863699650,0440445450,0307215237,1563970783,0307114414,0590293095,0380690543,091620006X,0439149770,0810912465,0590401289,059042856X,0806118881,1563261049,0807554146,0590476513,1852700483,0671004042,0006908896,0375810838,081603494X,0590467344,037326352X
31594,0138961921,0130904635,0812098080,0256037175,1574101277,0873375920,1570712190,076890806X,0091498716,0764561006,0471208752,0878916318,0886851866,0803605242,0767902238,0130859141,1858051576,1558505814,088730611X,0679784071,0764113798,0205126693,0130980056,0787902691,0375761764,0787956783,0684841568,0070608628,0786861320,1883249139,0446524298,0595221629,007021316X,0673995623,1558506020,0071350055,0609610570,0898624401,0814403484,0130311820,0030211131,0062736590,156305339X,0130484717,0440225639,0323012698,076153413X,0062736868,0446519707,034079321X,081291662X,0446385077,0688039693,0449907058,0134403487,3453099168,0385472560,0735616361,0028650875,0609604333,0761503374,1568842260,193044804X,0767906047,1580400469,0070605769,0782141676,0534362915,1580400523,0425062651,0945448651,0446677477,0471207942,1555426387,0323018963,0066620996,0782126472,1576107124,0312272340,1902796047,096641182X,0767901843,1573223581,1585421634,0323012671,0062730231,0553345834,0822023016,0684868113,0773759034,0399144307,0767904842,0323020496,1551800713,032302551X,1883419794,0740703579,0743249275,0451165209,0323014828,0684844044,0425098478,0448157047,0130831549,0831500077,0323026931,1583762078,0945448619,0761510575,1890957003,0446520837,0814471188,0688067670,0785264930,1558506152,0275961206,0440508215,1573220205,8486675391,0735609993,0876592019,0446677450,0805026584,0805026568,0345354079,0880884428,1580400035,0070653623,0071408398,0030115078,0451205367,006273329X,0871592207,0735611343,0323014305,0764515470,088908890X,0895298163,0136334474,0895264781,1400047943,0130289221,039586061X,0072123834,1568843933,0323016359,0323009891,0553574752,0864923651,0072509589
31609,0374199698,061328125X,1887128794,0385720149,0066211743,0060198133,0156007193,068486522X,1573228281,0060958022,155927767X,0743237188,0385333293,0446670251,1573221775,0099778017,0613377168,0393049701,0156028751,0060529709,0060198125,0395927218,1573229083,0312150601,0375705198,0374175403,0375410546,0151005788,0312243022,1565122437,038533334X,0007154615,038549744X,0385509529,1573221465,0743225406,3596144167,0330283952,0452283973,0552996181,1590170180,0316785644,0375726322,0060936436,0060509406,0571154913,0671035703,0099282194,0375504834,1857022424,0385319851,0736647732,0425196429,074320512X,1559703962,2266102621,1574533525,0452284937,0375422412,0375504567,0425167135,0142000205,0345440765,0151007217,0375726349,8420442364,0552998001,0375724575,006019197X,354825621X,1582431302,0312421273,0060195827,0679463046,0679739793,0375421440,0385721420,1400030382,0395478049,0452282152,0385498802,0002005050,0684843102,0385494246,0684874318,0805056645,0385498799,0060934425,0374100128,0345443284,0375724370,3548252443,0688180639,0141186151,0747549370,0452282438,0224051709,0060527099,3442724686,0156006197,1400031001,0312984294,031227193X,0060934417,1400002370,0374172897,0385720483,0676974562,0613170873,0425179826,0374110131,0345418018,0312202318,0156027402,0671510053,0140282033,014023313X,0385503954,0385337639,052594527X,0684844729,0375501347,1402511787,0802139256,0375705503,0552998486,0375706410,0743237196,0060188731,1582340099,0395836220,0374129983,0374216495,0060934654,0345442768,0156010593,0312275420,0743229584,0385720955,0684872730,0802136265,0156007479,1400061830,0375506276,0330328743,1573227528,087113795X,1841955485,0312420323,0618066136
31826,0394414683,0395245214,0553294636,0929661192,0030115078,0395329434,0380607727,0380713926,0671027271,055337320X,0688121160,0553584782,0345328191,0323014305,0877795096,0440225639,1853263230,1580400035,0684159236,0891454268,0877797080,0679741283,0517570211,1853263893,0801670640,1562471171,0323020496,0028618874,0867209437,0875961584,0764112589,0440221102,1580400388,0696000121,1557041113,1928998011,0877799113,0783548680,0720209358,0590453882,0810836505,0945448651,0553569848,096278656X,0028614488,0831780495,0762101326,0060912596,0761511032,0201489899,0696019957,0684818701,0688092586,0062731769,0060972300,0696008912,0696007800,0399142657,1569873526,0385157363,0696000113,0517577305,0812918363,1579546110,0762101466,0590493663,0394517644,0062700464,0933585071,0877799024,1856975770,0453010156,0897609379,0875962572,0895298163,0449901904,193044804X,0028627717,0962478415,0553263757,055358555X,0453010202,0050029193,0380706725,0590493639,0451193202,0140071369,1881554031,0070185506,1562474839,0932620353,0345344502,0877013489,0945448619,0446513644,0696211270,0962478407,0385059086,0752300091,1580400094,1579541844,0130743372,0198600887,0449209377,0671249940,1555210104,006091260X,0696010976,0969797222,1569874484,0517225514,0688117619,0803600747,0806945362,0895779773,0895295458,0893754390,0590403745,0671459724,0070064547,0854098089,0133633098,0517654954,0440096065,0684802082,0451165543,0764561472,093755202X,0525451358,0688120369,0874775442,0449238946,0452279232,0671459368,0198602871,1569246009,0307216233,0895860643,0062701908,0816740593,0140510168,0696010453,0028630092,0028621697,0399516336,0062700162,0446512435,0816719160,0064461904,0517118432
31838,0618001905,0091456401,1577180941,0140445625,0671441337,0316988960,0226726770,0394531035,0785787534,0060956658,0415165237,0375708111,0684857359,0553057340,0060937319,0670814121,0449909336,0316914851,0882893327,1565846567,0385312113,0393300560,0821227718,0060926430,0393308251,0521794803,0673522407,0553103741,1565114388,0684872870,0531056414,0316117064,0582438063,0807611379,0394312066,0140132465,0394753666,0553380168,0618082328,0345288238,0813913233,0451192036,1883013151,0345319672,0670891606,0345311973,0553374117,0425174077,0843937971,0679747044,0553095234,0691050848,0060921005,0306802538,0809001365,0312241356,0802775926,0375700366,0385477058,0306444712,0345280008,0140104682,0195160770,0345349571,0471048631,067975833X,0716733897,0385483996,0374157065,0395710847,0879350695,0553227734,0805071822,1560252758,0553247921,0380973499,0515092509,0882959174,0471169803,0385495641,0684818868,0520057708,0760700370,0465014909,0684844257,0679721037,0609600761,0809034050,0374176787,006016445X,0062716115,0060974494,0684803615,0878331859,0195022459,344275500X,0879474092,0553342533,0385483279,0312192770,0805209522,0395534933,0060926708,055305340X,0673522393,0375704752,0813915287,0684824299,0534129064,3426772574,156584100X,0312915799,0671243233,0517385708,0394502949,0425181642,8484322939,0394553330,0395904331,0679430946,0060800712,0465006930,1862070059,0029087104,0375502467,0694516155,0195038290,0813527422,0060973129,0691024170,0801848644,0828103054,0743421876,0679772685,0805001387,0321097327,0070219079,0393314251,0345308239,0671767895,0671249886,1583224939,0449983676,0380732033,1570362777,0716714353,0345375521,1860648916,0805062882,0393009564
31900,0590203088,0590065912,0590456601,0590448293,0590435736,0590442996,0590482378,0590251678,0590417827,0590449702,0590447998,0439327660,0590251600,0590251619,0590692135,0590482238,0590437194,0590438999,0590456571,0590251597,0590692089,0590433865,0942545699,0590228714,0590427261,0590947168,1562477862,0590415875,059043411X,0590934252,0590880101,0590426818,0590446851,0439164486,0689817215,0061066613,059029542X,1584852755,0590426893,044040407X,0439178762,0807555045,0440404851,0375802932,0060093412,0590662317,0590251651,0590433857,0590226398,0590880144,0061065919,0061066494,0679866965,1562475150,0679851011,0679889310,0440402077,0590293095,0140389709,0807508527,0590426885,0679883428,0807552933,0679826424,0807553913,0590440616,0590187554,0786845406,059088025X,0807593664,0590294024,0061065897,0688166989,0590602055,0590414291,0807554146,0679883878,0671004042,0397300727,0590414275,0590426877,0590403605,0439149770,0385321198,0140346740,0679824243,0743419367,0553159526,0590738720,0553156357,068984042X,0064461629,0553480618,0816723834,059044686X,0671004026,067982412X,0553486047,1562474855,0064462013,0679858091,0807508519,0064405079,0553486039,0440407613,0590262645,0590373986,0689823215,0439141346,0394883209,044046126X,0590479172,0553481959,0380709163,0786845384,0590484125,0142500208,0819311898,0553481967,0553157663,1841810517,0440400449,1556617275,0679824111,0380690543,0590426796,0451208501,0590409212,0440414539,0439319471,0380709147,006000150X,0590428837,0440403413,0440411483,0689849842,0689829698,0440417945,0553157078,0380728028,0440432952,0440948991,0380709597,0553482491,0553154214,0671793152,0887432689,0448089025,0440428726,0380731509
31919,157322068X,0380731398,0399134204,067972768X,1400002370,1562829440,042518336X,1400060400,0399146431,0804114986,0688132456,3442096480,080410753X,0449911438,0399135782,1573441155,0679721886,0812968379,0609608126,0060560754,1573227528,0471247421,080411109X,0345440137,0060959444,1573221465,0440415993,0295979445,0140148620,1573228281,0618145591,0395927218,0312186924,0671013882,0312284152,0671042297,0767903579,0295955252,0446387878,0399150749,0345440145,0824811720,0375758518,0684867974,0399141146,0140280464,0451202821,0786863323,0141001771,087113652X,0312291639,0312306180,0385479646,1573229881,037570504X,0812967224,039305747X,0743205405,1573227161,1400041503,039592720X,0312421850,0452268060,0743411943,0451119851,0380732181,0671871501,0451205642,1565123301,0375705198,345317772X,0743213831,0316284955,0375420673,0792265289,1570623538,0374525641,8408042467,0786884088,0679767789,0060959606,0375501347,0812967240,0312283709,0385498799,1573221260,1559278757,0140292683,038550084X,1400032016,0060194790,031226772X,8426449484,0425184528,1565123352,1400060222,0743229339,0446676616,0887621112,0385319622,0385498802,0966894022,0811831884,0425149625,031228327X,0312278586,1559278676,1580050360,1400061830,0375719180,155927767X,0375413634,015600514X,1565122321,0743434013,0375706410,0140293248,0312988915,0375503854,0375712925,0375760911,3453160479,0571200435,0345442741,0910043590,1566890659,0385319002,0345438817,0140296298,0060931280,031242227X,0312313810,038548951X,0375726349,0385332998,074320512X,1401351891,0743229584,0374129983,0060730315,0385319037,0385323905,0066212693,0394588207,0802136648,037576092X,0964561131,0671658875,1878067125,0312150601
31948,0373871945,0670031208,1590520807,051512219X,0425183378,0425189163,0140270590,0142000345,0736911758,0805421300,1576736423,0140254544,0140257934,0743439651,0140265686,0967303532,014025448X,0764227033,0739437631,055358264X,0670881767,0385491387,0373872186,0767915054,0373871570,1551667193,0373834357,0671042513,037387216X,0373871589,0373711298,0745926290,1551669293,051511992X,0671042505,0061031410,1551668300,0812590260,0373872607,0385499825,0767905318,055358099X,0764227556,0375504036,0449000877,0373218443,0061097624,1590520203,0842371893,0345440412,0451203070,1551665026,0764225286,0842381171,1567403263,0451207343,0671788124,0345440420,1551669595,1551668912,0373711328,0736905111,0385510438,1576739279,1551669218,0553583980,0842384065,0373871864,1551665093,0553584014,0060008296,1551663082,067003293X,0553584049,0373872321,0671042459,0440225701,0373872100,0312309295,037387023X,0099244926,0553801198,0345412974,0670031054,055311073X,0373872194,0263824683,0842336214,1576734013,0373872240,0373833431,0373710984,0345445848,0373871473,0399151311,082177557X,0373226187,0670031216,1578565677,037383344X,0312283407,0739302248,038073320X,0373709838,0373121318,0399142495,0786012633,0385497466,0373168381,0380978512,0787957046,155166674X,0316800775,0373872313,0764227017,0425186326,0446610674,0800781597,0060087439,082177462X,0062516728,0446611247,0385493800,0345404777,0373121601,0399143696,0440241073,0061084409,0385318723,0312989393,0553110632,0440236673,0684864320,1591450748,0373835817,0062517317,0449149080,051511958X,1551666901,0099245027,0385503822,1551668696,0804115613,0743457439,8440681798,0440234743,8466611622,0060185074,037371047X,0373872275
31950,1562542621,0831729937,0453007864,0192833863,0751370703,0312863586,0553212710,1590862872,0451175816,0451523377,014062063X,0812523016,0440503531,0375756701,0194230759,014143984X,0140434186,185326086X,0140430016,0460873113,1557041393,0452269431,2266071106,0451523385,0192823507,0881845019,0446364495,0749320346,1853260010,0446516538,0812505166,044651747X,0744578043,0553210211,0146001923,0440215439,0553212583,0553211412,0451519582,044022442X,0971766711,1566193087,0385185626,0061009431,014230171X,0002551675,0446518581,0446601640,1840680113,0553211404,0060165936,0671873202,0671729497,0727852361,0380766590,1566193028,0440222699,1561380229,1558008764,1567185711,1573922056,0385313136,0671682849,0140434003,8401497477,0671759329,0446602736,1853260207,1568950748,0517606100,0451523326,0881847968,0671670646,0671606840,0671729438,0786881186,0140430113,0140124454,0671656597,0140366784,067175937X,0140351310,0141305371,0671695169,0671462970,0671007718,0671648136,0671729489,0449146383,0671525433,8489691878,1853361208,0671682830,0671534742,067172939X,156619024X,0671525425,0671829777,0671642561,0671682911,0671415085,0671670662,0671534718,0451455509,0671695142,0671640453,0671695126,0679783326,0671534726,0671443283,0671729411,0671759345,0671729446,0517060183,0671648144,0671606867,0345337662,0671007610,0671534734,0671759361,0486424499,0671039970,0671729462,0446613061,0671039857,0671656589,0671606875,0805017224,0671873210,0786205598,0394498216,0671873199,0671468200,0671034677,0671729454,0671039903,0425157415,050552208X,0821735144,2266118994,0440211697,0671656570,2290300691,0425053245,1550130544,0380974010,0312860129,0380771314,0451168089,0380974002
31978,0451199979,0451203585,0451208072,0821767240,0451206444,0451408020,0451410521,0821764012,0671027425,0141301244,0553584898,0843949457,0505523809,0061030120,0373272782,0843941979,0451212177,0505524864,0671787918,0821768638,0786806532,0312983336,0965446239,0689857896,1551665115,0060006048,3596506271,0553493264,0373834179,0373272693,0380809281,0843949171,0380818035,0425193888,0312984863,0439221676,0756401577,0449002071,0373196555,0553584901,0373441584,037344172X,075820583X,0263823091,0373292392,0505525305,0449005844,045120851X,0441007961,0440236908,0060084707,0425169871,0373790317,0373292740,0821768395,0505525151,0373292848,0380800829,0373293046,0821768107,0449006379,038080588X,0380819619,0821771701,0689850794,0440226325,0821772902,0689868472,0373834373,055358183X,1414024592,0595256368,0439221684,0451206940,0758203594,0373613776,0373250150,0373291574,0505524430,0060536705,0451207122,0440235626,0843948175,055358619X,0451208366,0671016008,0373290969,0553573705,0061030953,0671519077,0060577487,0553586181,0525946497,0380815346,0060527048,0440235618,0821771485,0743456351,0060001453,0515125156,0373272847,0821773763,0758205937,0451205855,0515130419,0743456335,0758205589,0060096195,0373196636,0859914976,0451203453,0380815257,0795151314,0312978960,0451114493,0152045562,0505525178,0553586203,0380792028,1576737527,0441009077,038082082X,0380818205,0380793334,0843944765,0142300357,0440226015,0821772023,0373196709,0345433971,0060517611,0060542128,0373196725,0689855443,0380793342,0689868278,0439221706,0553581872,0312978952,1931686351,0380812967,0380806312,0671026828,0778320200,0380815575,0060531231,0553801813,0373511876,0451205278,0451457307
31984,0140460179,3774249105,0897323726,0471382574,0609806572,0060523794,0553380834,1584790830,1552975711,0207197687,0773759034,0684181320,1584792965,0060196475,0060191856,0563371609,0684844044,0764552503,3426771365,0609610570,1580081916,0912738014,0609609718,1563052377,0688102298,0517707292,0553290231,0883650215,0812930371,0767903617,0028610105,013074378X,0066620996,0345335236,0609608258,0785813640,0595221629,0767906063,0791419460,1842150057,0066620422,087584801X,0870117289,0071352163,0814405673,0465026079,0722538480,0446525685,0425142884,3453043936,1580625258,0684856743,1843090090,0446673315,0804819823,0375508503,0395904927,3453099168,1579590225,0385472560,0684818701,0767903498,0517381931,0375507353,0814403484,0375413065,1580630456,0425180883,0894807544,0688152066,0684834995,0130878278,2894330197,0471208752,1551108496,081445495X,0374192030,0399143742,0894803921,1401300227,0452279232,1400047943,0743249275,0130944564,0395711339,0385494440,3453174518,0812908341,0688092586,1563051729,0688140637,0028650875,848306233X,0275961206,0060955597,0811730832,0862880904,0787956783,0060536357,1841721522,083177892X,0898799236,0376021292,0671867210,1861052030,0345359887,1561483176,0130904635,0895865025,0753504561,0688161480,1891105035,0385502893,0446385077,1844030296,0898624401,0393020371,1563053462,3872491377,0345313925,0814471188,0862882419,0140260404,0949128260,1928998011,3453212045,0747271429,0609802410,0767906047,0878510370,1563524228,0471387916,1928998003,0345314034,0067575986,1557880905,0767901843,1573225754,0894801341,0140254501,1582342695,0201624672,0130484717,0810836505,0130173231,089480698X,0670858765,1570712190,0812928962,1561483397
32034,038533558X,0525947299,0440220440,0440222680,1551667010,1551669153,0688174574,0671024094,2266051326,0684850397,0312988249,0345447867,0553578685,0752843338,0525945563,0312996055,0743222008,0440206154,0553580957,0446602612,0446611476,0786707496,0399147284,0446531421,067086871X,2266120158,8439705158,039914496X,0759900612,0553579606,0451188454,0671047515,0553840460,055380300X,0451197038,0671047507,0743437810,0743432991,0553801953,0553582526,0312271786,0345458915,0399148639,0671024108,0380730820,0684871262,0743410467,0060005556,0345452534,0553106341,0684855631,0345466624,140004538X,0425178765,0446603821,055358295X,0312195265,0399150439,0515125490,0446531316,0743527070,0345460693,0786890002,0425195449,0380817691,0060011912,0553802526,0671026011,0688174582,0385319673,0345458834,034541389X,0553583441,0688156134,0786012846,0345428153,0380730847,0553578693,0743437802,0743456378,0345451473,0440236169,0451206002,0399140093,0399143823,0425179885,0345452569,0553581880,0451204603,0743221990,0345458842,0345447840,0451188489,0312022824,0380816059,006101432X,0425132048,0446608815,0345452550,0446605484,0312978707,0446601241,0515135356,0380732688,0425168298,0375402608,0425182878,0425155722,0671042262,0786012374,0425163385,0399147055,0345460707,0679459618,0525937935,0316693235,0060008865,0385336209,074341022X,0821739514,0446611212,0316693251,055358250X,0345413903,0440237416,0671522906,0345452577,0380816067,0743477154,0553106333,0312975740,0440221420,0425146413,0399146245,1841950149,0380978199,0553099604,0451203593,0553571834,0345413873,0688156142,0671025708,0553571885,0786867248,0446611611,0679459626,0451203054,0316154059,0399143807,0060509546
32110,0880706414,0753453290,0891075933,0801009596,0891075917,1885222599,0590465953,0448400901,0439160103,0837850681,1556617275,0783549253,0590426796,0307101355,1401014089,0394858441,0310926106,0842320822,0448417065,1885222661,0786832347,0807552933,0439113474,1885222629,1885222610,0891075941,055305614X,0723243263,0842307419,0307302199,0310210364,0809452294,0590426931,0895773759,0439161673,0590137859,1565700325,0785271899,0439200962,1885222564,0307101797,0590819143,0807555045,0570060265,0590426818,0394858425,043920772X,0529057387,0784707995,0590426877,0385152922,0307020975,0807553417,1885222696,0843105860,0807554146,0749720182,0786842598,0307006468,0307987981,1885222572,0856485861,0590108409,0891075925,0590479075,0962307203,0553250736,3491240263,0445206608,0786831073,0590426885,0006908896,0807553913,0531087069,1562826468,0689304374,0307301397,0439560403,0439306094,0807593664,1569870381,1885222718,0307100197,0310218039,0889650942,1885222653,0590426869,0439182980,0590108395,0961481706,1885222726,045303005X,0878242007,0448090996,188522270X,037581017X,0307251764,1570826307,1562822500,0590426893,0590108441,0811828379,0803703740,0439207843,043930606X,1885222556,0749313544,084313819X,0819310875,0679808329,0394882695,0821739344,0140346740,0831700203,0316364517,0141307129,0307045927,0307010619,0020442009,0671720759,0307987868,0810908123,0807508527,0448432927,1562820745,0141303913,0394825713,0819311898,096305810X,0394834569,156476317X,0307987957,0439306078,0440428726,0915396149,1885222645,0590406418,0842321934,0440097401,0307301907,0140365931,0517556715,0394871804,0064471071,0807508519,0590603795,0307262065,0882710583,0590602055,0786815183
32122,0671039903,0671039970,0671020293,0671039873,0743428587,067103992X,0743428595,0671039962,0671039857,0671007610,0671007718,0671007637,0671028006,067100767x,0671534742,1568950748,0671534734,0671682830,0671873202,0671039946,0671873199,0671039938,0671525425,0671729446,0671670662,0671534718,0671468200,0743403614,0743428684,0671759361,0671640453,0671729454,0671039830,0671873210,0671729411,0671670689,067175937X,0671682911,0671534726,0671606875,0671606867,0671007696,0671606840,0671729489,0671670646,0671682849,0671443283,0671462970,0671829777,0671656589,0671648144,0671525433,0671656597,0671759329,0671656570,0671415085,8401497477,0671648136,0671729462,0671021974,0842355022,0439567610,8478884955,0439139600,0439139597,0439554896,0061098957,0439136369,0439064872,043920352X,0613496744,8478886451,0553803220,0747545774,0972393617,043936213X,3551551936,8478885196,0842355049,059035342X,0842342702,0312272243,0786222727,0807281751,0439420105,3551551693,0439136350,0807281956,0788751271,847888646X,0439064864,0788751387,0842332278,0807282588,0842343253,0842332359,0590353403,084233226X,0842329137,3551551677,8478886559,0842329277,0842329293,0842321942,0671014773,0842343261,0842332294,0842343288,0439284031,0842321934,0842332286,1855496704,0842329250,0972393625,0842329269,073942811X,5353004329,0788751263,0807282316,0842332340,0842329161,0807281948,043965548X,0671014765,0842329285,0613325419,0842329110,0842321969,0671551353,0842329153,0842343296,0842332251,0842317880,031226481X,0842329242,0842319344,0842317872,0440415705,0842316752,0842329145,084232920X,0425187012,0613329740,0671551345,0060393297,0439321611,0671551337,0671551361,0671551388,0786864206
32188,0440224764,0385421982,0582417775,345308909X,0440213525,0099993805,0440214041,0440221471,038542471X,0385472943,8440681798,3453127323,0440236673,0385470819,0739302248,0553472828,0440211727,044021145X,8466611622,0385490992,0385424736,0440220602,0099244926,0440234743,0553452991,0385493800,0922066728,0375431977,0385424728,0440241537,0553472348,0440225701,0385510438,8466301569,044022165X,0440241073,0099245027,0451179803,0345435796,0345370732,0345380193,3404135091,058621089X,0440220793,0061097624,0399142614,0440295742,0385491387,0385511612,0060005556,0316153990,0345395069,0449000877,0316287555,0316154067,0440222826,0749320621,0451202856,0451180429,0446604534,0446602612,0446602620,0451180410,0671003526,0743454146,0399143629,0312954166,044023722X,0451207645,0440242002,0525937935,034537536X,0345404777,0345294459,3404128753,3455024998,0399146504,0671519166,0449227545,0312962452,0399143823,0553289640,0399146245,0312118244,0446527289,0451210220,0060508183,3455024920,0399146725,0451204891,0399145362,3453127013,0374117349,0446522597,0515119644,0451206525,0446358592,0440222818,0451188489,052594334X,0399148787,0446360589,0345411471,0425155722,0446608602,8466609016,3455024947,0425174271,0451188497,0345433084,0515110396,0446607339,0345422317,0425175413,0446606324,0312952813,0449911012,0553560204,0394573579,0399150439,0446607711,0312970234,038072880X,0765349671,0440209862,0345404769,3453864158,0345300203,3453061187,0553282352,0446525804,0684855631,0345388771,051513595X,0316152196,0399141383,0312955006,0425176312,0446605409,0380718839,0345386132,0446525774,0425195449,0451167309,844067581X,0446603589,0446350982,0812543890,0312192339,0440207835
